Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Product Container,Customer Name,Customer Segment,Zip Code,State,City,Region,Product Category,Product Sub-Category,Product Name,Unit Price,Order Quantity,Sales,Profit,Discount,Shipping Cost,Product Base Margin
2836,20451,2012-05-25,2012-05-27,Delivery Truck,Critical,Jumbo Box,Bill Overfelt,Corporate,45406,Ohio,Dayton,East,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,17,9150.09,-1331.55,0.1,45.7,0.71
2837,20453,2011-03-10,2011-03-12,Regular Air,Medium,Small Pack,Magdelene Morse,Home Office,76117,Texas,Haltom City,Central,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",19.23,23,450.39,152.79,0.07,6.15,0.44
2838,20453,2011-03-10,2011-03-12,Express Air,Medium,Wrap Bag,Magdelene Morse,Home Office,76117,Texas,Haltom City,Central,Technology,Telephones and Communication,Accessory34,85.99,17,1193.1195,137.59,0.08,0.99,0.55
2839,20455,2010-06-28,2010-06-29,Express Air,Critical,Small Box,Dana Kaydos,Corporate,55126,Minnesota,Shoreview,Central,Technology,Telephones and Communication,V 3600 Series,65.99,7,381.1995,-233.56,0.08,8.99,0.58
2840,20480,2009-01-29,2009-02-01,Regular Air,Medium,Small Box,Liz MacKendrick,Corporate,23111,Virginia,Mechanicsville,South,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,420.98,38,16147.61,7604.95,0.02,19.99,0.35
2841,20480,2009-01-29,2009-01-31,Delivery Truck,Medium,Jumbo Box,Liz MacKendrick,Corporate,69101,Nebraska,North Platte,Central,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",240.98,4,1042.63,-219.93,0.02,60.2,0.56
2842,20482,2011-07-18,2011-07-18,Delivery Truck,Medium,Jumbo Box,Steven Roelle,Small Business,16148,Pennsylvania,Hermitage,East,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",120.98,38,4650.07,-1143.15,0.04,60.19,0.71
2843,20482,2011-07-18,2011-07-20,Regular Air,Medium,Small Box,Steven Roelle,Small Business,16148,Pennsylvania,Hermitage,East,Office Supplies,Paper,Xerox 1907,12.28,39,497.52,92.46,0.03,5.09,0.38
2844,20484,2009-01-29,2009-01-31,Regular Air,Critical,Small Box,Katherine Hughes,Consumer,23320,Virginia,Chesapeake,South,Technology,Telephones and Communication,T60,95.99,14,1122.6375,17.68,0.09,4.9,0.56
2845,20486,2011-03-05,2011-03-06,Regular Air,High,Wrap Bag,Alejandro Grove,Corporate,44708,Ohio,Canton,East,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,34,306.3,18.73,0.07,4.39,0.38
2846,20486,2011-03-05,2011-03-06,Regular Air,High,Wrap Bag,Alejandro Grove,Corporate,44708,Ohio,Canton,East,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,42,163.98,55.73,0.01,0.7,0.44
2847,20513,2009-07-07,2009-07-08,Express Air,High,Wrap Bag,Aaron Bergman,Corporate,98221,Washington,Anacortes,West,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,2.84,13,42.27,4.56,0.01,0.93,0.54
2848,20517,2010-09-15,2010-09-17,Regular Air,Low,Wrap Bag,Trudy Brown,Small Business,38301,Tennessee,Jackson,South,Office Supplies,Pens & Art Supplies,Newell 343,2.94,39,116.63,6.81,0.03,0.96,0.58
2849,20518,2009-10-05,2009-10-06,Regular Air,Critical,Small Box,Paul Knutson,Corporate,07601,New Jersey,Hackensack,East,Technology,Telephones and Communication,2160i,200.99,49,8252.361,2418.56,0.07,4.2,0.59
2850,20518,2009-10-05,2009-10-06,Delivery Truck,Critical,Jumbo Drum,Paul Knutson,Corporate,08830,New Jersey,Iselin,East,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,297.48,7,2205.84,-313.13,0.01,18.06,0.6
2851,20519,2009-04-10,2009-04-11,Regular Air,High,Medium Box,Brad Thomas,Home Office,94024,California,Los Altos,West,Technology,Office Machines,"210 Trimline Phone, White",15.99,7,124.19,-53.30,0.03,11.28,0.38
2852,20545,2010-10-09,2010-10-10,Delivery Truck,Not Specified,Jumbo Drum,Sean Miller,Small Business,54901,Wisconsin,Oshkosh,Central,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,284.98,1,361.94,-163.58,0.05,69.55,0.6
2853,20545,2010-10-09,2010-10-11,Regular Air,Not Specified,Small Box,Sean Miller,Small Business,54901,Wisconsin,Oshkosh,Central,Office Supplies,Paper,Xerox 1919,40.99,31,1276.04,554.95,0.02,5.86,0.36
2854,20545,2010-10-09,2010-10-11,Regular Air,Not Specified,Large Box,Sean Miller,Small Business,54901,Wisconsin,Oshkosh,Central,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,40,2894.68,-1754.39,0.02,69,0.68
2855,20549,2009-01-12,2009-01-13,Regular Air,Not Specified,Small Box,Cindy Schnelling,Corporate,41042,Kentucky,Florence,South,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer®,27.75,40,1030.09,-568.71,0.09,19.99,0.67
2856,20577,2010-02-09,2010-02-11,Regular Air,Critical,Small Box,Patrick O'Donnell,Home Office,54220,Wisconsin,Manitowoc,Central,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,39.06,15,611.68,134.75,0.05,10.55,0.37
2857,20579,2012-10-01,2012-10-04,Regular Air,Medium,Small Box,Jim Epp,Small Business,24060,Virginia,Blacksburg,South,Technology,Telephones and Communication,LX 677,110.99,16,1434.086,-26.25,0.1,8.99,0.57
2858,20614,2009-05-18,2009-05-20,Express Air,Not Specified,Small Box,Arthur Wiediger,Corporate,78207,Texas,San Antonio,Central,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,73.98,47,3596.36,326.25,0,12.14,0.67
2859,20615,2012-04-15,2012-04-16,Express Air,Medium,Wrap Bag,Benjamin Farhat,Home Office,85338,Arizona,Goodyear,West,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",4.76,29,151.09,4.59,0.02,3.01,0.36
2860,20642,2012-05-19,2012-05-20,Regular Air,High,Small Box,Darren Koutras,Consumer,55372,Minnesota,Prior Lake,Central,Office Supplies,Labels,Avery 506,4.13,32,135.2,59.40,0.02,0.5,0.39
2861,20642,2012-05-19,2012-05-19,Delivery Truck,High,Jumbo Drum,Darren Koutras,Consumer,89431,Nevada,Sparks,West,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",20.98,47,1078.98,-1637.52,0.02,45,0.61
2862,20646,2011-03-30,2011-04-01,Regular Air,Medium,Small Box,Lauren Leatherbury,Corporate,81301,Colorado,Durango,West,Technology,Telephones and Communication,Accessory35,35.99,41,1204.0845,341.96,0.04,1.1,0.55
2863,20674,2010-12-08,2010-12-09,Delivery Truck,High,Jumbo Drum,Philip Brown,Corporate,57701,South Dakota,Rapid City,Central,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,500.97,37,17717.34,8291.08,0,69.3,0.37
2864,20676,2012-11-22,2012-11-26,Regular Air,Low,Small Box,Shahid Shariari,Corporate,48237,Michigan,Oak Park,Central,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,1.88,22,43.97,-9.05,0.04,1.49,0.37
2865,20679,2010-08-14,2010-08-14,Regular Air,Medium,Small Box,Tracy Hopkins,Small Business,95746,California,Granite Bay,West,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,161.55,32,4976.6,601.88,0.06,19.99,0.66
2866,20704,2010-02-10,2010-02-10,Regular Air,Low,Wrap Bag,Justin Ellison,Home Office,39301,Mississippi,Meridian,South,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,4.71,1,5.63,-3.55,0.03,0.7,0.8
2867,20704,2010-02-10,2010-02-15,Regular Air,Low,Small Box,Justin Ellison,Home Office,38654,Mississippi,Olive Branch,South,Office Supplies,Labels,Avery 481,3.08,5,16.48,-0.33,0.06,0.99,0.37
2868,20704,2010-02-10,2010-02-15,Regular Air,Low,Small Box,Justin Ellison,Home Office,38654,Mississippi,Olive Branch,South,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,419.19,38,15655.24,4818.29,0.09,19.99,0.58
2869,20706,2009-07-12,2009-07-14,Express Air,High,Large Box,Jennifer Patt,Home Office,93905,California,Salinas,West,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,41,5583.27,1539.59,0.04,24.49,0.59
2870,20709,2009-08-11,2009-08-11,Regular Air,High,Small Box,Gary Mitchum,Consumer,76086,Texas,Weatherford,Central,Office Supplies,Labels,Avery 491,4.13,4,16.6,-2.06,0.1,0.99,0.39
2871,20709,2009-08-11,2009-08-13,Regular Air,High,Small Box,Gary Mitchum,Consumer,76086,Texas,Weatherford,Central,Office Supplies,Labels,Avery White Multi-Purpose Labels,4.98,5,25.1,2.98,0.04,0.49,0.39
2872,20710,2009-11-29,2009-11-30,Regular Air,High,Small Pack,Dennis Kane,Small Business,11722,New York,Central Islip,East,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",5.98,31,180.7,-94.61,0.1,3.85,0.68
2873,20710,2009-11-29,2009-12-01,Regular Air,High,Small Box,Dennis Kane,Small Business,11722,New York,Central Islip,East,Office Supplies,Labels,Avery 494,2.61,26,67.4,22.71,0.07,0.5,0.39
2874,20711,2009-01-19,2009-01-21,Regular Air,Critical,Small Box,Chris Cortes,Consumer,01540,MA,Oxford,East,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,18.97,5,98.66,-19.52,0.1,9.03,0.37
2875,20711,2009-01-19,2009-01-20,Delivery Truck,Critical,Jumbo Box,Chris Cortes,Consumer,05403,Vermont,South Burlington,East,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,119.99,18,2215.96,-101.66,0,56.14,0.39
2876,20737,2011-12-25,2011-12-26,Delivery Truck,Medium,Jumbo Box,Aaron Hawkins,Home Office,03110,New Hampshire,Bedford,East,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,10,1410.93,-317.48,0.08,36.09,0.77
2877,20737,2011-12-25,2011-12-27,Delivery Truck,Medium,Jumbo Box,Aaron Hawkins,Home Office,08101,New Jersey,Camden,East,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,286.85,15,3364.248,-693.23,0.1,61.76,0.78
2878,20741,2010-10-30,2010-11-06,Regular Air,Low,Small Pack,Frank Merwin,Corporate,84074,Utah,Tooele,West,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,43.98,43,1711.02,139.63,0.1,8.99,0.58
2879,20743,2011-12-15,2011-12-16,Express Air,High,Small Box,Roger Demir,Consumer,83701,Idaho,Boise,West,Office Supplies,Paper,Xerox 1963,5.28,39,231.21,-179.96,0,8.16,0.4
2880,20773,2009-03-05,2009-03-06,Regular Air,Not Specified,Small Box,Denise Monton,Home Office,72022,Arkansas,Bryant,South,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,10.91,44,479.96,122.54,0.08,2.99,0.38
2881,20804,2011-11-26,2011-12-03,Delivery Truck,Low,Jumbo Drum,Sean Miller,Small Business,54901,Wisconsin,Oshkosh,Central,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,442.14,13,4393.75,215.31,0.08,14.7,0.56
2882,20805,2011-01-10,2011-01-13,Regular Air,High,Small Box,Sandra Glassco,Home Office,58103,North Dakota,Fargo,Central,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,5.53,12,69.98,-58.33,0.06,6.98,0.39
2883,20805,2011-01-10,2011-01-12,Regular Air,High,Small Box,Sandra Glassco,Home Office,58103,North Dakota,Fargo,Central,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",12.58,35,418.34,73.57,0.08,5.16,0.43
2884,20805,2011-01-10,2011-01-11,Regular Air,High,Small Box,Sandra Glassco,Home Office,58103,North Dakota,Fargo,Central,Office Supplies,Paper,Xerox 1962,4.28,3,17.7,-10.37,0.06,4.79,0.4
2885,20805,2011-01-10,2011-01-11,Regular Air,High,Wrap Bag,Sandra Glassco,Home Office,58103,North Dakota,Fargo,Central,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,12,45.61,9.18,0.1,0.7,0.44
2886,20807,2012-07-21,2012-07-22,Regular Air,Not Specified,Small Pack,Justin Hirsh,Consumer,11714,New York,Bethpage,East,Technology,Telephones and Communication,Accessory9,35.99,16,466.9475,82.82,0.1,3.3,0.39
2887,20807,2012-07-21,2012-07-23,Delivery Truck,Not Specified,Jumbo Drum,Justin Hirsh,Consumer,48187,Michigan,Canton,Central,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,160.98,39,6152.52,768.06,0.08,30,0.62
2888,20832,2010-07-30,2010-07-30,Regular Air,Not Specified,Small Box,Eugene Moren,Home Office,40422,Kentucky,Danville,South,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,1.88,47,88.7,-20.45,0.06,1.49,0.37
2889,20832,2010-07-30,2010-08-01,Regular Air,Not Specified,Wrap Bag,Eugene Moren,Home Office,40422,Kentucky,Danville,South,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,2.84,39,105.89,4.13,0.08,0.93,0.54
2890,20838,2009-04-10,2009-04-11,Regular Air,Not Specified,Wrap Bag,Shahid Shariari,Consumer,48237,Michigan,Oak Park,Central,Office Supplies,Pens & Art Supplies,Newell 342,3.28,5,20.17,-15.42,0.05,3.97,0.56
2891,20838,2009-04-10,2009-04-11,Regular Air,Not Specified,Small Pack,Shahid Shariari,Consumer,48237,Michigan,Oak Park,Central,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,10.98,21,235.98,11.82,0.03,3.37,0.57
2892,20864,2011-12-06,2011-12-08,Regular Air,High,Small Pack,Dianna Vittorini,Corporate,85351,Arizona,Sun City,West,Furniture,Office Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13.4,19,251.45,90.00,0.06,4.95,0.37
2893,20868,2010-10-09,2010-10-16,Regular Air,Low,Small Box,Rob Williams,Home Office,85224,Arizona,Chandler,West,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",178.47,9,1609.19,188.91,0.03,19.99,0.55
2894,20898,2011-10-30,2011-11-01,Regular Air,Medium,Small Box,Dave Kipp,Consumer,96003,California,Redding,West,Technology,Telephones and Communication,2190,65.99,33,1756.593,298.21,0.09,5.63,0.56
2895,20899,2010-04-12,2010-04-21,Regular Air,Low,Small Box,Arthur Prichep,Home Office,44105,Ohio,Cleveland,East,Office Supplies,Paper,Xerox 1940,54.96,9,495.1,110.36,0.04,10.75,0.36
2896,20900,2010-11-24,2010-11-26,Regular Air,Low,Small Box,Ellis Ballard,Corporate,03801,New Hampshire,Portsmouth,East,Technology,Telephones and Communication,600 Series Non-Flip,45.99,50,1978.3665,483.60,0,4.99,0.57
2897,20903,2009-05-20,2009-05-21,Delivery Truck,High,Jumbo Box,Elizabeth Moffitt,Consumer,07086,New Jersey,Union City,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,4,442.99,-152.76,0.04,35.84,0.62
2898,20932,2012-07-29,2012-07-31,Regular Air,High,Wrap Bag,Raymond Fair,Small Business,01757,MA,Milford,East,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",3.26,38,123.26,-4.73,0.02,1.86,0.41
2899,20933,2012-08-26,2012-08-28,Regular Air,High,Small Pack,Alan Hwang,Corporate,24153,Virginia,Salem,South,Technology,Telephones and Communication,Accessory6,55.99,45,2079.474,-81.57,0.05,5,0.8
2900,20934,2010-01-20,2010-01-21,Delivery Truck,Critical,Jumbo Drum,Bill Eplett,Corporate,13021,New York,Auburn,East,Technology,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,264.98,5,1253.89,-577.48,0.09,17.86,0.58
2901,20960,2011-11-18,2011-11-23,Regular Air,Low,Small Box,Giulietta Weimer,Corporate,48104,Michigan,Ann Arbor,Central,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,10.97,19,195.96,-104.82,0.1,6.5,0.64
2902,20961,2010-01-14,2010-01-16,Regular Air,Not Specified,Large Box,Lela Donovan,Corporate,48310,Michigan,Sterling Heights,Central,Technology,Copiers and Fax,Canon PC-428 Personal Copier,199.99,34,6607.92,1462.72,0.06,24.49,0.46
2903,20964,2012-03-30,2012-04-01,Regular Air,Critical,Small Box,Patrick Gardner,Consumer,36608,Alabama,Mobile,South,Technology,Telephones and Communication,V 3600 Series,65.99,11,629.5865,-120.09,0.04,8.99,0.58
2904,20965,2009-12-20,2009-12-23,Regular Air,Critical,Small Box,Michelle Tran,Consumer,21501,Maryland,Cumberland,East,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,38,2315.11,532.21,0.06,9.71,0.57
2905,20965,2009-12-20,2009-12-23,Regular Air,Critical,Small Box,Michelle Tran,Consumer,21501,Maryland,Cumberland,East,Technology,Telephones and Communication,T65,195.99,8,1264.2305,-444.69,0.07,4.2,0.56
2906,20966,2010-09-18,2010-09-22,Regular Air,Low,Wrap Bag,Mike Gockenbach,Consumer,32404,Florida,Panama City,South,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,10,39.42,7.78,0.06,0.7,0.44
2907,20966,2010-09-18,2010-09-22,Regular Air,Low,Small Pack,Mike Gockenbach,Consumer,33024,Florida,Pembroke Pines,South,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",22.24,35,801.44,308.12,0.01,1.99,0.43
2908,20966,2010-09-18,2010-09-25,Regular Air,Low,Small Box,Mike Gockenbach,Consumer,33024,Florida,Pembroke Pines,South,Furniture,Office Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",54.74,22,1194.06,326.97,0.04,14.83,0.54
2909,20967,2011-03-15,2011-03-15,Regular Air,High,Large Box,Deborah Brumfield,Small Business,72143,Arkansas,Searcy,South,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,599.99,50,28664.52,13340.26,0.09,24.49,0.37
2910,20967,2011-03-15,2011-03-16,Regular Air,High,Small Box,Deborah Brumfield,Small Business,72143,Arkansas,Searcy,South,Technology,Telephones and Communication,M3682,125.99,6,635.7405,-397.53,0.03,8.08,0.57
2911,20995,2012-03-27,2012-03-28,Delivery Truck,Medium,Jumbo Box,Jill Matthias,Consumer,92653,California,Laguna Hills,West,Furniture,Bookcases,Bush Mission Pointe Library,150.98,37,5817.88,-567.14,0.01,66.27,0.65
2912,21024,2010-12-28,2010-12-30,Regular Air,Medium,Wrap Bag,Stewart Carmichael,Corporate,66209,Kansas,Leawood,Central,Office Supplies,Pens & Art Supplies,Newell 312,5.84,34,195.49,33.80,0.05,1.2,0.55
2913,21025,2010-09-11,2010-09-13,Regular Air,Not Specified,Small Box,George Ashbrook,Small Business,79424,Texas,Lubbock,Central,Technology,Computer Peripherals,Logitech Access Keyboard,15.98,38,553.02,-49.38,0.1,6.5,0.48
2914,21028,2012-06-07,2012-06-09,Regular Air,Critical,Small Box,Gary Mitchum,Consumer,76086,Texas,Weatherford,Central,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",11.58,38,437.86,-4.17,0.04,6.97,0.35
2915,21057,2011-02-03,2011-02-10,Regular Air,Low,Small Pack,Justin MacKendrick,Corporate,11550,New York,Hempstead,East,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,28,1103.67,253.61,0.04,1.99,0.54
2916,21063,2011-04-15,2011-04-19,Regular Air,Low,Wrap Bag,Mike Gockenbach,Consumer,33024,Florida,Pembroke Pines,South,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,7.08,49,377.02,84.66,0,2.35,0.47
2917,21063,2011-04-15,2011-04-15,Delivery Truck,Low,Jumbo Box,Mike Gockenbach,Consumer,33024,Florida,Pembroke Pines,South,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,48,7339.24,-279.74,0,51.92,0.69
2918,21089,2011-07-28,2011-07-30,Delivery Truck,Medium,Jumbo Drum,Vivek Grady,Corporate,45373,Ohio,Troy,East,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",122.99,4,559.75,-331.08,0.07,70.2,0.74
2919,21091,2009-12-12,2009-12-14,Express Air,High,Small Box,Bill Donatelli,Corporate,68801,Nebraska,Grand Island,Central,Office Supplies,Binders and Binder Accessories,GBC Instant Index™ System for Binding Systems,8.88,32,270.73,-54.57,0.1,6.28,0.35
2920,21121,2009-09-16,2009-09-17,Regular Air,Not Specified,Small Box,Erin Mull,Corporate,36830,Alabama,Auburn,South,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,387.99,50,20175.48,9373.96,0,19.99,0.38
2921,21125,2011-02-26,2011-02-27,Regular Air,Not Specified,Wrap Bag,Matt Hagelstein,Home Office,76543,Texas,Harker Heights,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,17,155.17,2.12,0.08,4.39,0.38
2922,21155,2011-02-05,2011-02-06,Regular Air,High,Small Box,Muhammed Yedwab,Consumer,23805,Virginia,Petersburg,South,Office Supplies,Paper,Xerox 1936,19.98,4,81.78,-12.43,0.07,5.97,0.38
2923,21159,2011-06-07,2011-06-11,Express Air,Low,Wrap Bag,Joni Wasserman,Consumer,95376,California,Tracy,West,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2.98,5,20.28,-4.32,0.05,2.03,0.57
2924,21188,2011-09-21,2011-09-23,Regular Air,Critical,Large Box,Matthew Grinstein,Small Business,87401,New Mexico,Farmington,West,Technology,Copiers and Fax,Canon Imageclass D680 Copier / Fax,699.99,29,21046.74,5217.27,0.04,24.49,0.54
2925,21190,2009-05-28,2009-05-28,Regular Air,Medium,Small Box,Aaron Smayling,Small Business,11787,New York,Smithtown,East,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",35.94,28,1062.69,401.80,0.01,6.66,0.4
